materialId,materialType,status,ownerOrg,numCredentials,numTransfers,hasIdentity,hasQC,hasExpiredQC,hasTamperedArtifact,hasPendingTransfer,expectedOnChain,expectedFull
bio:plasmid:f45e7344-ad84-400b-86fe-505f7360a541,PLASMID,REVOKED,LabB_MSP,2,3,true,true,true,false,false,FAIL,FAIL
bio:plasmid:7cc173ff-16d9-4899-aaa2-0e670ed228f5,PLASMID,ACTIVE,BioRepository_MSP,2,3,true,false,false,false,false,FAIL,FAIL
bio:cell_line:4b80a7a2-b4eb-44db-b3bb-2338a0f69d4f,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:69e88492-1055-4333-9727-77bbb844d6ef,PLASMID,ACTIVE,LabA_MSP,3,2,true,true,true,true,false,FAIL,FAIL
bio:cell_line:b3bad7c6-113f-4206-a7cc-18c0099fca90,CELL_LINE,ACTIVE,BioRepository_MSP,3,3,true,true,true,false,false,FAIL,FAIL
bio:cell_line:77b72fd1-3ce5-4226-af70-a2af5eb0d7a5,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:509c66aa-cb62-46f0-98fa-fa6801e32020,CELL_LINE,ACTIVE,LabA_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:plasmid:6944fc0d-7f9a-48da-a4ed-5179b46af7a4,PLASMID,ACTIVE,LabA_MSP,2,1,true,true,true,true,false,FAIL,FAIL
bio:cell_line:08154f06-e714-4d49-a72a-3619f1307634,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,false,true,false,PASS,FAIL
bio:cell_line:ebbe22f9-e5e2-4d3f-a178-4e995d1fc1c4,CELL_LINE,ACTIVE,LabA_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:plasmid:38f4bcdb-9faa-4dae-84fd-1bb3af896275,PLASMID,ACTIVE,BioRepository_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:plasmid:a1097dfe-2b07-4105-84b4-6d9aaf98746e,PLASMID,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:ff30e3c4-43be-4cc9-91e5-06bba2afc355,CELL_LINE,ACTIVE,LabB_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:cell_line:a6257c01-c5e3-441f-b8ee-c8843ed7c54b,CELL_LINE,ACTIVE,LabB_MSP,1,1,true,false,false,false,false,FAIL,FAIL
bio:cell_line:46c5c4a3-b169-46ad-825e-a72d708481c7,CELL_LINE,ACTIVE,LabB_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:9e3d6a4b-6150-44c1-a9c0-7c22ac8b2eb9,CELL_LINE,ACTIVE,LabA_MSP,1,2,true,false,false,false,false,FAIL,FAIL
bio:plasmid:3ba78575-3fbd-4a72-bb43-6c30f499ac79,PLASMID,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:8e5920f9-2223-4437-91ad-fea9cef0e956,CELL_LINE,ACTIVE,LabA_MSP,2,2,true,true,true,true,false,FAIL,FAIL
bio:cell_line:f5f436bf-2c9b-4cd5-a888-c2781686c71f,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,true,true,false,FAIL,FAIL
bio:cell_line:93adc369-ca3b-480e-9a3b-6c6a49034331,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:78e5160f-f874-4617-9511-3207967dc6ee,CELL_LINE,ACTIVE,LabA_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:6f71b79a-45d3-49df-8594-ad84f588bb87,CELL_LINE,ACTIVE,LabB_MSP,3,3,true,true,true,false,false,FAIL,FAIL
bio:plasmid:215ceb66-8faa-4f70-b529-3dfad2e36b76,PLASMID,ACTIVE,BioRepository_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:42c3798e-06e2-48d1-8cee-197c1cb79bbd,CELL_LINE,REVOKED,LabA_MSP,2,3,true,true,false,false,false,FAIL,FAIL
bio:plasmid:537936dc-52f2-4970-8855-2e1f690067e1,PLASMID,ACTIVE,LabA_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:eee912d0-8dac-4f08-9459-847da13cc7b4,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:efcd5168-ac80-471e-b5f9-371b8fdeaaff,CELL_LINE,ACTIVE,LabA_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:cell_line:377d1a43-d347-4dae-86f3-484c73219b21,CELL_LINE,ACTIVE,BioRepository_MSP,3,1,true,true,false,false,true,FAIL,FAIL
bio:plasmid:c0c3f5b4-c2e9-4c5b-af18-e832c8c268c4,PLASMID,ACTIVE,BioRepository_MSP,2,3,true,true,true,false,false,FAIL,FAIL
bio:cell_line:ffabd752-274a-4589-8bc8-df30ca8720be,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:36507d63-0802-4a99-8376-171201f19d57,PLASMID,ACTIVE,LabB_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:cell_line:a6e578b7-6c43-4034-a2f4-63d053b5b4e8,CELL_LINE,ACTIVE,LabA_MSP,2,3,true,true,true,false,false,FAIL,FAIL
bio:cell_line:c7a93f14-5762-404d-b9f4-e01e9126c64b,CELL_LINE,ACTIVE,BioRepository_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:cell_line:083f20f2-0e38-4c5c-8113-53ebbcffacb6,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:88607b3e-95cf-4f8f-bc38-51dbfdd3ba19,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:e99088bc-51cf-4ef4-b2bd-1d8e30108152,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:b81a0e0e-6467-491d-88e4-c909ffa34d1d,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:de726b64-3b98-431b-8cf7-bc4ec77b572d,CELL_LINE,ACTIVE,LabA_MSP,3,3,true,true,false,true,false,PASS,FAIL
bio:cell_line:566b06cb-6da6-497c-b069-2af7c2420644,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:2d828f20-6580-4e1c-a58b-e444756857db,PLASMID,ACTIVE,LabB_MSP,2,1,true,true,false,true,false,PASS,FAIL
bio:cell_line:4eacaf7f-bcb6-4d57-bd9d-4e32b2a7d06b,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,false,true,false,PASS,FAIL
bio:cell_line:e0631457-602d-4041-acb1-1a7a68ec92f7,CELL_LINE,ACTIVE,BioRepository_MSP,2,3,true,false,false,true,true,FAIL,FAIL
bio:cell_line:9191fe0c-7c68-4328-aecf-53d45d93400d,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:f9c68f18-f297-468e-9831-039782287d48,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:bbedbc09-669b-49ed-a6c8-9043589b1f3d,CELL_LINE,ACTIVE,LabA_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:d1f63dca-4ae2-476c-b673-40132a0fe534,CELL_LINE,ACTIVE,LabA_MSP,1,1,true,false,false,false,false,FAIL,FAIL
bio:plasmid:208e6558-0577-4ed9-9156-575a870ea02c,PLASMID,QUARANTINED,LabA_MSP,2,3,true,true,false,true,false,FAIL,FAIL
bio:cell_line:4de88482-1b8a-4e7d-982d-7daecb1c0e61,CELL_LINE,ACTIVE,LabB_MSP,2,3,true,true,false,true,false,PASS,FAIL
bio:cell_line:4f88fbe2-966d-4cd0-9dc9-5a9a4f3a9cb4,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:49ed1fec-ccfc-441f-80a5-c7c545d6ed01,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:1ee095fc-7f0e-455b-9651-abb7813fc468,CELL_LINE,ACTIVE,BioRepository_MSP,3,1,true,true,false,false,true,FAIL,FAIL
bio:cell_line:923ae201-84fd-4b7c-b633-9a65ce04f937,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,false,true,false,PASS,FAIL
bio:cell_line:cdb26e90-65cc-42d3-b150-f05a15bf0978,CELL_LINE,REVOKED,LabB_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:7cbb6bac-f6ce-40df-85ad-b292cf00b953,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:plasmid:f1ae7929-6f7c-4e0f-8c56-b50e6b1f2699,PLASMID,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:plasmid:97eb165a-76b0-4682-b021-780945afec4c,PLASMID,ACTIVE,LabB_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:f1fc8812-c914-45f7-9604-28d7952c2e54,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,false,true,false,PASS,FAIL
bio:cell_line:8104c3e2-bb3a-4655-85da-1dcf90165cdc,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,false,true,false,PASS,FAIL
bio:plasmid:fca17139-8b8c-408e-bcc9-c3f0a108d536,PLASMID,ACTIVE,BioRepository_MSP,2,3,true,false,false,false,false,FAIL,FAIL
bio:cell_line:ee143ca6-2690-4bd8-b29b-d4792d10ee1e,CELL_LINE,ACTIVE,BioRepository_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:plasmid:7c059839-5127-4175-8659-c09bf1bb969c,PLASMID,ACTIVE,LabB_MSP,1,1,true,false,false,false,false,FAIL,FAIL
bio:plasmid:c055adf9-ab37-4192-b655-a4279ac87894,PLASMID,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,true,FAIL,FAIL
bio:cell_line:abb7bc99-5406-459e-ba30-ede74a7cc0bc,CELL_LINE,ACTIVE,LabA_MSP,2,3,true,false,false,false,false,FAIL,FAIL
bio:cell_line:c25900d0-da95-45d4-8c82-270d4f622381,CELL_LINE,ACTIVE,BioRepository_MSP,3,3,true,true,false,false,true,FAIL,FAIL
bio:cell_line:dfb9799f-72ea-4124-9351-3396e9968024,CELL_LINE,QUARANTINED,BioRepository_MSP,2,2,true,true,false,false,false,FAIL,FAIL
bio:cell_line:1720aa27-5c18-4304-8a20-0d6f214b9fda,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:plasmid:a69b032a-4150-4b7e-bdbf-fc0c8237ca84,PLASMID,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:1278bb5e-68e0-44ba-8014-b917fd93eb96,CELL_LINE,ACTIVE,LabA_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:plasmid:50b1239f-c104-4bdd-8155-4d609bb41599,PLASMID,ACTIVE,LabB_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:353cd3f3-360a-4107-9d67-f7bd47610e67,CELL_LINE,ACTIVE,BioRepository_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:0b546ea3-f239-42f4-af55-7d60e2281dd1,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:2403953b-65d6-42c8-9622-9e849f14530b,PLASMID,ACTIVE,LabA_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:2a834ea8-27c4-43bf-b03a-792d08739b6f,PLASMID,ACTIVE,LabA_MSP,2,3,true,false,false,false,false,FAIL,FAIL
bio:cell_line:8158ddad-144b-423f-a4fc-07c15abb32b3,CELL_LINE,ACTIVE,BioRepository_MSP,3,3,true,true,true,true,true,FAIL,FAIL
bio:cell_line:5095d3df-05dc-4656-a1ce-3164ca79f851,CELL_LINE,ACTIVE,BioRepository_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:7c3663ee-1f91-433e-bff1-bafb8ed70603,CELL_LINE,ACTIVE,LabA_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:44ccd146-b9c6-468e-95d5-679e8208b216,CELL_LINE,ACTIVE,LabA_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:57a32b59-5b2a-4a02-88b0-34410995bf25,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:plasmid:560b15c3-8435-4a2d-8cda-495b0fa63fac,PLASMID,ACTIVE,LabA_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:26a88dfa-b1c3-4305-b054-4b2dd2e1444d,CELL_LINE,ACTIVE,BioRepository_MSP,2,3,true,false,false,false,false,FAIL,FAIL
bio:cell_line:a9c24076-f9b8-456e-9ca5-d39070d2befb,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,true,true,false,FAIL,FAIL
bio:cell_line:3096200b-b0ef-4cdf-8917-62352e62a1fc,CELL_LINE,REVOKED,LabB_MSP,2,3,true,true,true,false,false,FAIL,FAIL
bio:plasmid:07f902ec-9f3d-43be-bea1-e0dee315af7e,PLASMID,ACTIVE,BioRepository_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:cell_line:e26cb1d3-7353-4514-a532-83331f38015f,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:6636fa55-ae69-4143-a9ab-50944941ec51,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:89c4a117-7d6a-4ad6-8bb6-7381075b5b73,CELL_LINE,ACTIVE,LabA_MSP,2,3,true,false,false,false,false,FAIL,FAIL
bio:plasmid:08fbbf11-0a3a-4417-942a-b5ddbeeac1fe,PLASMID,ACTIVE,BioRepository_MSP,3,2,true,true,false,true,false,PASS,FAIL
bio:cell_line:f319ac98-676d-45c8-a0e0-97888eddb48e,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:plasmid:0f073853-03ce-49e9-814b-13c2446c3043,PLASMID,ACTIVE,BioRepository_MSP,2,1,true,true,false,false,true,FAIL,FAIL
bio:cell_line:5c8a4eef-6f5c-489a-9e80-c84d37f97a3c,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:6a9c8d59-4351-455a-a920-c5a0e8494aec,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,true,true,false,FAIL,FAIL
bio:cell_line:62917e0c-6167-477c-a7a9-e626c99343f7,CELL_LINE,ACTIVE,LabB_MSP,3,3,true,true,false,false,false,PASS,PASS
bio:plasmid:37c5c4bc-bfa0-460f-89bf-6cddc023138b,PLASMID,ACTIVE,LabA_MSP,2,3,true,true,false,false,false,PASS,PASS
bio:cell_line:21e8e895-89f8-4b7a-8904-ff9d7db5d52f,CELL_LINE,ACTIVE,LabA_MSP,2,3,true,true,false,false,false,PASS,PASS
