materialId,materialType,status,ownerOrg,numCredentials,numTransfers,hasIdentity,hasQC,hasExpiredQC,hasTamperedArtifact,hasPendingTransfer,expectedOnChain,expectedFull
bio:cell_line:1b9156a2-4ad2-48c6-8aea-2fa9f0cad0ba,CELL_LINE,ACTIVE,LabA_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:plasmid:a3cee603-2efc-47e1-bad8-52eef452e12b,PLASMID,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:plasmid:318c4035-4b21-4f1b-bdbc-957bca5a222c,PLASMID,ACTIVE,LabB_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:f6d59d61-c43e-435d-ad7c-981b880f6a63,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:d6aada45-77eb-4aee-ac49-dacafbad754e,PLASMID,ACTIVE,LabB_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:3a7c7b2b-d435-4d9d-93c8-349fe05fcecc,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:f5be6a3a-7ea6-4673-be75-05a8eebb9ba5,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:3edff097-dff4-47a3-a71e-371072a87863,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:ca56b1cd-5897-4d2d-95b5-367ec11dd542,CELL_LINE,ACTIVE,LabA_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:79ba861d-1f86-4c31-a0ab-9b4cc1970ed0,CELL_LINE,ACTIVE,LabB_MSP,3,2,true,true,false,true,false,PASS,FAIL
bio:plasmid:6244a198-f95e-4c2c-88ba-027a928b67c8,PLASMID,ACTIVE,LabB_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:93d058a2-58c1-4cf2-9724-21d9b877e54d,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:143e847b-7857-4285-84aa-85f23ee8822d,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:plasmid:f17eb011-3e2d-477f-a361-c89559b83918,PLASMID,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:cc040004-fe39-4c39-ac64-af97cabb1cf9,PLASMID,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:plasmid:ea45a1f6-7b31-4503-8edd-8cf982d8dcbd,PLASMID,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:8a888fcb-429b-4db2-a0dc-1f86400d6a66,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:plasmid:c704de90-a261-4004-99c1-ecd24e3da70a,PLASMID,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:plasmid:e025d102-e805-492c-8c28-57634be901ff,PLASMID,ACTIVE,BioRepository_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:259abb76-72f8-433a-aef5-e2045044b68f,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:7d129922-00e2-4cf7-bc37-8458e180a2db,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:bfa2d85f-b26b-47fd-9c02-f0ccc3419a0f,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:plasmid:f168456e-6a54-4adb-ba5c-1c8ec0aaa15c,PLASMID,ACTIVE,LabB_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:4b5ef4d6-d361-4427-80a1-c2a0ccc6b78d,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:ea700d72-3f19-41d2-9028-1ae1e996d425,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:plasmid:4136ca87-82e9-416a-98c6-01e492cef4d8,PLASMID,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:6b502b5f-349b-427b-8038-095ecd6e8240,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:837b6697-e9b6-4464-a8c6-0ab48f1086f5,CELL_LINE,ACTIVE,LabB_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:d093ce71-fda4-4dac-8833-6b1cabb7f444,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:e4d02928-c016-46d0-8cc0-19f9990da513,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:8e112960-179b-4984-991d-a9e7d98fa47b,CELL_LINE,ACTIVE,LabA_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:plasmid:fbe0daa1-dfb1-49d5-b01c-b6922e99e878,PLASMID,ACTIVE,LabA_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:2131ddcc-36ae-4af5-a02e-c6d5a899eda1,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:11d0f67d-66fd-43e5-b546-c9974b3fd15a,CELL_LINE,ACTIVE,LabB_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:241f60ce-3b88-4213-9529-08ad236b57fc,CELL_LINE,ACTIVE,BioRepository_MSP,2,1,true,true,true,false,true,FAIL,FAIL
bio:cell_line:fa10c92e-f92c-4af6-a3f4-6ec137648b08,CELL_LINE,ACTIVE,LabB_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:b2cab4da-2811-4c5c-830f-61417a264f2a,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:431a9362-0110-4f56-a8e2-592f45680655,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:3181858e-d54d-4bb7-b379-c8df41b37721,CELL_LINE,ACTIVE,LabA_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:fce35ceb-c5bb-4654-9b3b-8001efe5321f,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:00e0d39c-1797-4296-be64-1333aa4cdb8e,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:d736f0dc-cc27-462e-ab7d-9a2def3b792c,CELL_LINE,ACTIVE,LabB_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:9844080a-8b03-41b1-abf1-c205eab20869,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:e8938bfe-d01d-432b-9fdf-638ee20ec056,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:81c2e030-4f56-45dc-84fd-57fead4dc857,PLASMID,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:c2dd19b3-c51d-4b33-aa44-1780edbdcd5d,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:4adbdaa3-05d0-4d56-8a42-5a79e86237ce,PLASMID,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:6b670c9e-3ab4-41f7-a60b-c81c41cac307,PLASMID,ACTIVE,LabB_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:037faaa1-5c20-4f15-9f5a-33684300817a,CELL_LINE,ACTIVE,LabA_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:7254a0f6-b381-40a0-9069-b4ac20699e68,CELL_LINE,ACTIVE,LabB_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:68b58bb4-4b5a-4b2a-82c1-42adf740a362,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:e58b717e-2c37-42ff-8128-df6f0e7851ba,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:49d61e7a-c23d-4ac5-8c1a-b95569d35f16,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:c885b117-b58d-4931-9f48-254910e075dc,CELL_LINE,ACTIVE,LabA_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:fbca4e76-0957-4bf0-87c9-c2130a108ae2,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:plasmid:edb1c0a1-2f97-4f93-a724-fcb0185fbdc7,PLASMID,ACTIVE,LabA_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:plasmid:2fdca00b-655b-4c1f-9b88-de999b548ba5,PLASMID,ACTIVE,BioRepository_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:plasmid:5316e374-dfa7-4153-8e15-2dad0bd968db,PLASMID,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:96d5507b-07a5-44c4-b91c-6777c1a6f9f1,CELL_LINE,REVOKED,BioRepository_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:plasmid:97f98335-c963-4654-bfb6-292fe9d49725,PLASMID,ACTIVE,LabB_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:4de6c2c7-e2d9-4a0c-a5f6-63ccc7b6e8d4,PLASMID,ACTIVE,LabB_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:a80a8649-8a0d-489a-9d03-fe663816a476,CELL_LINE,ACTIVE,LabB_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:f0bdb851-ea7b-424f-9e23-e9861e8a9b56,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:d167aac0-141a-458a-ac94-9e97b383c583,CELL_LINE,ACTIVE,LabA_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:4ecc6c03-e953-40b4-97f0-a7f3be8b5d0f,CELL_LINE,ACTIVE,LabB_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:5bbbe9f2-0415-43bb-a470-80351a4930de,CELL_LINE,REVOKED,LabB_MSP,3,1,true,true,false,false,false,FAIL,FAIL
bio:cell_line:5c056654-179b-487f-9f9f-a43992a9db27,CELL_LINE,ACTIVE,LabB_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:ed6d8291-b55b-453f-a5e6-8a362677eead,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:ba83917b-1b68-416f-aea8-2c5b4ddf9daa,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:plasmid:b3e9fed2-1841-415b-9a2c-76f7f6a74503,PLASMID,ACTIVE,LabA_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:e637b477-80c9-4dff-b94b-c7c28a947b50,CELL_LINE,ACTIVE,LabA_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:219ac5a3-8ca7-4385-ab74-af6c7a8e3bcc,CELL_LINE,QUARANTINED,BioRepository_MSP,2,2,true,true,false,false,false,FAIL,FAIL
bio:cell_line:f78b9022-cdac-48c3-9174-b3ff094b3e92,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:6eeab39f-c31f-49fa-9d82-63b7005df06a,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:6ab59c15-656e-4c4b-bac2-292e396c5ad5,PLASMID,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:a9807292-db50-4d4c-9ef8-68fee1966f40,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:629e1d37-3b89-4fce-86dd-646f4975139f,PLASMID,ACTIVE,BioRepository_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:plasmid:9ccf9368-82b7-46ae-bfc2-fb2afbb717c7,PLASMID,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:27afcb55-49d2-4841-a79a-572e539f3b00,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:cc2d3596-9459-4893-b36a-187430c7aa30,CELL_LINE,REVOKED,LabA_MSP,3,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:4e78be13-da24-4471-9d1b-1ea98b569eb3,CELL_LINE,ACTIVE,LabB_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:plasmid:9c62f625-3c95-4d9c-afc7-ed6312bcd9f8,PLASMID,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:99391426-279a-4fb9-a532-aef27573f028,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:6a23a234-6ce3-4cb1-b5ea-ce674761b919,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:ed890b1a-2dfd-4df2-9c3a-d191431274a9,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,false,false,false,PASS,PASS
bio:cell_line:4c7d025e-8d69-4be8-9ee1-e16c7ec6c769,CELL_LINE,ACTIVE,LabB_MSP,3,1,true,true,true,false,false,FAIL,FAIL
bio:cell_line:1cd94389-6554-4884-86b3-89f45edbd486,CELL_LINE,ACTIVE,BioRepository_MSP,2,2,true,true,true,false,false,FAIL,FAIL
bio:cell_line:d94b7025-a000-4728-b23e-873302740835,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,false,false,false,PASS,PASS
bio:cell_line:59b25a76-e9f3-4041-8195-dff92ff1258a,CELL_LINE,ACTIVE,LabA_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:8c71ea26-f996-4bcc-88dd-b84005681b7a,CELL_LINE,ACTIVE,BioRepository_MSP,3,2,true,true,false,false,false,PASS,PASS
bio:cell_line:3b856c1d-6fc6-4af0-a286-0b9738074788,CELL_LINE,ACTIVE,LabA_MSP,2,1,true,true,true,false,false,FAIL,FAIL
bio:plasmid:70e101da-bcda-4d57-9142-4b68cbc712fe,PLASMID,ACTIVE,LabB_MSP,3,1,true,true,false,false,false,PASS,PASS
bio:cell_line:9260b81a-e4ca-4e23-8fc6-4989653b9a90,CELL_LINE,ACTIVE,LabA_MSP,3,2,true,true,true,false,false,FAIL,FAIL
